id,name,age,salary,hire_date,department,bonus,address,phone,email,address_length,salary_category
20,Name_131,23.0,70000.0,2023-05-01,IT,9523.0,"Street 36, City 29",1206343416.0,email_657@example.com,18,medium
21,Name_662,42.0,60000.0,2020-02-17,Finance,7349.0,,,,3,medium
22,Name_309,48.0,70000.0,2022-01-07,Marketing,,"Street 21, City 11",1859340840.0,email_80@example.com,18,medium
23,Name_770,26.0,60000.0,2019-05-31,Finance,1785.0,"Street 53, City 45",3925666357.0,email_792@example.com,18,medium
24,Name_344,37.0,70000.0,2020-08-24,Finance,4149.0,"Street 92, City 27",5284530733.0,email_978@example.com,18,medium
25,Name_492,27.0,60000.0,2019-09-20,HR,2007.0,"Street 34, City 48",6880417391.0,email_928@example.com,18,medium
26,Name_414,54.0,60000.0,2024-04-24,IT,1774.0,"Street 49, City 43",2628453447.0,email_481@example.com,18,medium
27,Name_806,44.0,60000.0,,Finance,5905.0,"Street 34, City 33",7843066009.0,email_551@example.com,18,medium
28,Name_386,30.0,70000.0,2016-05-22,IT,2675.0,"Street 74, City 6",5623165973.0,email_177@example.com,17,medium
29,Name_192,58.0,70000.0,2019-06-12,IT,5702.0,"Street 22, City 15",1452087128.0,email_478@example.com,18,medium
30,Name_956,19.0,60000.0,2022-08-26,HR,1330.0,"Street 23, City 18",3420016871.0,email_253@example.com,18,medium
31,Name_277,67.0,70000.0,2020-01-25,HR,1261.0,,,,3,medium
32,Name_161,38.0,50000.0,,Finance,4238.0,"Street 66, City 38",1203959942.0,email_469@example.com,18,low
33,Name_460,50.0,70000.0,2016-04-23,Finance,8614.0,"Street 84, City 13",9400468749.0,email_366@example.com,18,medium
34,Name_314,41.0,60000.0,,Marketing,1774.0,"Street 31, City 22",6779344964.0,email_42@example.com,18,medium
35,Name_22,70.0,50000.0,2017-02-16,IT,9572.0,"Street 21, City 22",8674667991.0,email_424@example.com,18,low
36,Name_253,61.0,50000.0,,IT,2614.0,"Street 45, City 43",6082563910.0,email_451@example.com,18,low
37,Name_748,59.0,70000.0,2023-02-15,HR,5816.0,"Street 81, City 15",6441201789.0,email_215@example.com,18,medium
38,Name_857,51.0,60000.0,2024-04-21,HR,1521.0,"Street 43, City 50",5019080346.0,email_955@example.com,18,medium
39,Name_561,77.0,60000.0,2024-12-29,Finance,5441.0,"Street 25, City 18",7055438500.0,email_506@example.com,18,medium
40,Name_475,26.0,60000.0,2017-11-14,Marketing,7197.0,"Street 8, City 29",3955364046.0,email_711@example.com,17,medium
41,Name_59,19.0,50000.0,2023-02-09,Marketing,9194.0,"Street 3, City 4",1401489222.0,email_246@example.com,16,low
42,Name_511,72.0,60000.0,2024-11-30,HR,8268.0,,,,3,medium
43,Name_682,73.0,50000.0,2020-10-13,HR,8176.0,"Street 94, City 1",1032906367.0,email_543@example.com,17,low
44,Name_476,47.0,60000.0,2019-02-07,Marketing,5250.0,"Street 96, City 41",7666651244.0,email_290@example.com,18,medium
45,Name_700,48.0,60000.0,2023-09-17,Marketing,8869.0,"Street 31, City 42",2292133329.0,email_529@example.com,18,medium
46,Name_976,63.0,70000.0,2018-11-16,Finance,8005.0,"Street 9, City 31",6628205952.0,email_172@example.com,17,medium
47,Name_783,28.0,60000.0,2017-06-19,Marketing,,"Street 54, City 31",5686068763.0,email_748@example.com,18,medium
48,Name_190,72.0,50000.0,2018-12-16,IT,5292.0,"Street 2, City 20",5977008674.0,email_219@example.com,17,low
49,Name_958,60.0,70000.0,2025-06-09,Marketing,7921.0,"Street 57, City 25",1109433718.0,email_7@example.com,18,medium
50,Name_687,34.0,50000.0,2022-06-16,Unknown,3097.0,"Street 80, City 48",2430820424.0,email_587@example.com,18,low
51,Name_958,53.0,70000.0,2023-02-16,Marketing,9882.0,"Street 43, City 9",9500391726.0,email_102@example.com,17,medium
52,Name_563,30.0,50000.0,2016-01-21,HR,8419.0,"Street 52, City 2",1808348057.0,email_255@example.com,17,low
53,Name_876,24.0,60000.0,2024-05-14,HR,9013.0,"Street 30, City 50",2264625382.0,email_211@example.com,18,medium
54,Name_567,33.0,60000.0,2017-06-25,Unknown,,"Street 14, City 18",4118397719.0,email_471@example.com,18,medium
55,Name_244,50.0,60000.0,,IT,9300.0,"Street 76, City 37",2668081322.0,email_868@example.com,18,medium
56,Name_832,62.0,60000.0,2024-02-11,Marketing,6050.0,"Street 60, City 46",1304329615.0,email_425@example.com,18,medium
57,Name_505,18.0,60000.0,2023-10-26,Marketing,,"Street 27, City 2",6438474755.0,email_787@example.com,17,medium
58,Name_131,28.0,70000.0,2019-11-19,Unknown,8932.0,"Street 25, City 16",4052828138.0,email_630@example.com,18,medium
59,Name_485,23.0,60000.0,2016-04-16,Finance,6172.0,"Street 82, City 20",8719546594.0,email_220@example.com,18,medium
60,Name_819,37.0,60000.0,2019-10-04,Finance,3974.0,"Street 79, City 22",9531993049.0,email_161@example.com,18,medium
61,Name_647,52.0,50000.0,2024-06-30,IT,4451.0,"Street 94, City 44",4736672884.0,email_376@example.com,18,low
62,Name_21,61.0,60000.0,2019-02-04,Marketing,,"Street 89, City 30",7848390803.0,email_96@example.com,18,medium
63,Name_841,54.0,50000.0,2020-09-22,Marketing,,"Street 83, City 47",6366747598.0,email_805@example.com,18,low
64,Name_167,58.0,70000.0,2018-07-07,Marketing,5184.0,"Street 51, City 23",2342050885.0,email_693@example.com,18,medium
65,Name_274,43.0,60000.0,2024-04-12,HR,5841.0,"Street 13, City 33",5271229497.0,email_95@example.com,18,medium
66,Name_388,75.0,50000.0,,Finance,5005.0,"Street 58, City 27",8815892614.0,email_484@example.com,18,low
67,Name_601,29.0,70000.0,2022-07-22,Unknown,2197.0,"Street 58, City 20",3368925309.0,email_720@example.com,18,medium
68,Name_316,79.0,60000.0,2024-02-13,HR,2796.0,"Street 100, City 15",9526552335.0,email_58@example.com,19,medium
69,Name_14,47.0,60000.0,2016-06-08,HR,8775.0,"Street 23, City 50",7473539355.0,email_466@example.com,18,medium
70,Name_242,45.0,70000.0,2021-10-06,Finance,1879.0,"Street 96, City 38",2722826869.0,email_911@example.com,18,medium
71,Name_777,44.0,60000.0,2015-10-01,Marketing,2294.0,"Street 74, City 35",5101063285.0,email_205@example.com,18,medium
72,Name_346,59.0,70000.0,2023-01-31,IT,5142.0,"Street 43, City 26",7916554401.0,email_809@example.com,18,medium
73,Name_565,36.0,60000.0,2019-09-09,Unknown,1644.0,"Street 75, City 10",7158779790.0,email_777@example.com,18,medium
74,Name_898,22.0,50000.0,2016-11-03,Finance,5456.0,"Street 75, City 7",6029560408.0,email_913@example.com,17,low
75,Name_340,75.0,50000.0,,IT,9150.0,"Street 42, City 5",5989721695.0,email_369@example.com,17,low
76,Name_92,22.0,50000.0,2016-07-06,Finance,3158.0,"Street 27, City 26",4950350289.0,email_248@example.com,18,low
77,Name_367,58.0,50000.0,2016-10-25,Finance,1022.0,,,,3,low
78,Name_956,44.0,70000.0,2017-03-16,Finance,9266.0,"Street 42, City 7",6752698638.0,email_629@example.com,17,medium
79,Name_455,45.0,50000.0,2021-05-17,Finance,2659.0,"Street 2, City 40",6200563344.0,email_236@example.com,17,low
80,Name_428,43.0,50000.0,2024-04-18,Marketing,1139.0,"Street 75, City 28",1771502764.0,email_625@example.com,18,low
81,Name_509,44.0,70000.0,2018-06-06,HR,4439.0,,,,3,medium
82,Name_776,69.0,70000.0,2025-03-07,Finance,1976.0,"Street 75, City 19",6526408688.0,email_817@example.com,18,medium
83,Name_943,66.0,60000.0,2018-11-06,IT,,"Street 45, City 42",4679693846.0,email_609@example.com,18,medium
84,Name_35,59.0,70000.0,2016-02-14,IT,,"Street 15, City 31",7376617652.0,email_169@example.com,18,medium
85,Name_206,38.0,60000.0,2025-01-24,IT,2202.0,,,,3,medium
86,Name_81,18.0,60000.0,2019-02-27,HR,1273.0,"Street 39, City 39",3588176937.0,email_795@example.com,18,medium
87,Name_932,71.0,60000.0,2021-10-07,HR,9115.0,"Street 65, City 49",5168888237.0,email_973@example.com,18,medium
88,Name_562,45.0,50000.0,2022-04-28,IT,,"Street 44, City 17",4242958414.0,email_151@example.com,18,low
89,Name_872,65.0,50000.0,2018-01-07,Marketing,1323.0,"Street 91, City 50",8913029124.0,email_482@example.com,18,low
90,Name_388,75.0,60000.0,2018-01-17,HR,6981.0,"Street 82, City 33",2413354479.0,email_202@example.com,18,medium
91,Name_2,75.0,50000.0,2018-07-17,HR,,"Street 50, City 21",7820879210.0,email_361@example.com,18,low
92,Name_390,32.0,70000.0,2020-08-28,Marketing,2751.0,"Street 66, City 1",1837990105.0,email_768@example.com,17,medium
93,Name_566,72.0,60000.0,2021-11-22,Finance,2957.0,"Street 88, City 23",8953697749.0,email_553@example.com,18,medium
94,Name_106,34.0,50000.0,2015-12-12,HR,,"Street 71, City 43",9216082070.0,email_164@example.com,18,low
95,Name_772,43.0,60000.0,2020-03-21,IT,6143.0,"Street 2, City 9",8428769186.0,email_768@example.com,16,medium
96,Name_822,37.0,70000.0,2019-03-21,IT,2032.0,"Street 100, City 32",2302914192.0,email_740@example.com,19,medium
97,Name_477,42.0,60000.0,2016-07-07,Marketing,,"Street 83, City 29",8904222146.0,email_153@example.com,18,medium
98,Name_703,30.0,60000.0,2016-12-17,IT,9823.0,"Street 61, City 12",5420746866.0,email_766@example.com,18,medium
99,Name_402,50.0,60000.0,2016-01-24,Unknown,2977.0,"Street 67, City 21",9144016748.0,email_105@example.com,18,medium
100,Name_730,42.0,60000.0,2018-12-20,IT,7060.0,"Street 4, City 32",9726252922.0,email_280@example.com,17,medium
101,Name_556,25.0,60000.0,2017-07-09,Marketing,2969.0,"Street 94, City 47",9108019178.0,email_87@example.com,18,medium
102,Name_162,22.0,50000.0,2019-01-18,Marketing,6335.0,"Street 1, City 27",5233102793.0,email_229@example.com,17,low
103,Name_202,23.0,50000.0,2020-11-22,Marketing,3726.0,"Street 48, City 27",1027513788.0,email_334@example.com,18,low
104,Name_958,40.0,50000.0,2023-01-22,Unknown,5367.0,"Street 97, City 31",3396536340.0,email_194@example.com,18,low
105,Name_996,69.0,60000.0,2025-04-20,HR,1565.0,"Street 84, City 43",9802521008.0,email_299@example.com,18,medium
106,Name_270,47.0,60000.0,2023-11-14,Finance,1737.0,"Street 10, City 18",5494318115.0,email_965@example.com,18,medium
107,Name_863,31.0,50000.0,2019-07-06,IT,4172.0,"Street 67, City 8",6386235740.0,email_633@example.com,17,low
108,Name_816,71.0,60000.0,2022-10-31,HR,1496.0,"Street 25, City 35",5849818309.0,email_194@example.com,18,medium
109,Name_271,40.0,70000.0,,Marketing,,"Street 77, City 47",6337514697.0,email_80@example.com,18,medium
110,Name_456,28.0,70000.0,2022-10-27,HR,9955.0,"Street 97, City 3",7301938479.0,email_309@example.com,17,medium
111,Name_462,48.0,70000.0,2022-07-14,HR,3137.0,,,,3,medium
112,Name_727,23.0,60000.0,2023-04-26,Unknown,5823.0,"Street 51, City 49",5667097677.0,email_207@example.com,18,medium
113,Name_252,28.0,60000.0,2022-09-07,Marketing,9749.0,,,,3,medium
114,Name_702,30.0,50000.0,2024-01-05,Marketing,9898.0,"Street 83, City 49",3630669059.0,email_735@example.com,18,low
115,Name_296,29.0,70000.0,2024-04-14,IT,8308.0,"Street 91, City 33",5217525254.0,email_808@example.com,18,medium
116,Name_725,48.0,60000.0,2024-06-22,IT,2756.0,"Street 65, City 11",3382718749.0,email_895@example.com,18,medium
117,Name_720,19.0,60000.0,2022-03-09,IT,8473.0,"Street 51, City 1",7051981390.0,email_294@example.com,17,medium
118,Name_749,70.0,60000.0,2019-05-12,IT,8115.0,"Street 89, City 2",6316403833.0,email_155@example.com,17,medium
119,Name_338,52.0,60000.0,,HR,9790.0,,,,3,medium
120,Name_879,72.0,50000.0,2019-10-16,HR,7533.0,"Street 95, City 16",4926641545.0,email_49@example.com,18,low
121,Name_53,53.0,50000.0,2021-04-20,IT,2329.0,"Street 46, City 25",5923735560.0,email_686@example.com,18,low
122,Name_792,34.0,60000.0,2023-04-06,IT,9341.0,"Street 100, City 4",5294065920.0,email_5@example.com,18,medium
123,Name_922,45.0,60000.0,2025-08-10,IT,3656.0,"Street 69, City 21",5918515355.0,email_769@example.com,18,medium
124,Name_217,45.0,60000.0,2021-06-05,Finance,7300.0,"Street 64, City 4",3272770932.0,email_451@example.com,17,medium
125,Name_764,39.0,60000.0,2020-08-24,IT,7706.0,"Street 95, City 50",2020899256.0,email_678@example.com,18,medium
126,Name_188,55.0,70000.0,2024-04-15,Finance,9439.0,"Street 26, City 17",1644629627.0,email_502@example.com,18,medium
127,Name_380,24.0,60000.0,2023-09-13,IT,9595.0,"Street 50, City 41",8378483031.0,email_40@example.com,18,medium
128,Name_493,48.0,60000.0,2016-10-06,Marketing,1580.0,"Street 15, City 9",3603993523.0,email_352@example.com,17,medium
129,Name_41,49.0,50000.0,,Unknown,8505.0,"Street 14, City 2",4622482186.0,email_434@example.com,17,low
130,Name_157,28.0,60000.0,2023-09-07,HR,5045.0,"Street 55, City 25",2521587670.0,email_375@example.com,18,medium
131,Name_15,41.0,50000.0,2016-12-18,Marketing,6084.0,"Street 41, City 9",8780994191.0,email_140@example.com,17,low
132,Name_813,20.0,50000.0,2019-02-17,Unknown,2879.0,"Street 100, City 15",5405852217.0,email_605@example.com,19,low
133,Name_65,47.0,50000.0,2017-11-29,Finance,2451.0,"Street 7, City 47",7215508171.0,email_449@example.com,17,low
134,Name_857,23.0,60000.0,2023-11-20,HR,2422.0,"Street 69, City 49",6594120195.0,email_776@example.com,18,medium
135,Name_839,75.0,60000.0,2022-03-14,Finance,7213.0,,,,3,medium
136,Name_521,19.0,60000.0,2015-10-21,Finance,1618.0,"Street 49, City 34",7528468198.0,email_869@example.com,18,medium
137,Name_344,78.0,60000.0,2025-05-29,HR,2839.0,"Street 53, City 17",2374921299.0,email_237@example.com,18,medium
138,Name_129,31.0,70000.0,2017-08-13,Unknown,9549.0,,,,3,medium
139,Name_648,58.0,70000.0,2019-06-15,HR,1201.0,"Street 64, City 31",2708372609.0,email_566@example.com,18,medium
140,Name_472,35.0,70000.0,2023-12-24,IT,3948.0,"Street 61, City 18",7822105209.0,email_829@example.com,18,medium
141,Name_63,68.0,60000.0,,Finance,4066.0,"Street 45, City 3",7358398237.0,email_285@example.com,17,medium
142,Name_139,61.0,60000.0,2025-09-09,IT,3944.0,"Street 60, City 44",6417780429.0,email_647@example.com,18,medium
143,Name_499,48.0,70000.0,,HR,9745.0,"Street 33, City 48",7062447103.0,email_348@example.com,18,medium
144,Name_593,30.0,60000.0,2022-09-14,HR,8475.0,"Street 35, City 15",1222011351.0,email_211@example.com,18,medium
145,Name_392,43.0,50000.0,2024-12-24,Unknown,2414.0,"Street 86, City 39",9819146350.0,email_133@example.com,18,low
146,Name_675,61.0,60000.0,2023-01-01,Finance,9604.0,"Street 69, City 18",9585939106.0,email_519@example.com,18,medium
147,Name_419,29.0,60000.0,2018-08-04,Marketing,7458.0,"Street 25, City 34",1047825568.0,email_129@example.com,18,medium
148,Name_289,48.0,60000.0,2021-07-16,HR,9819.0,"Street 42, City 10",3125044250.0,email_214@example.com,18,medium
149,Name_379,26.0,60000.0,,Marketing,8595.0,"Street 9, City 25",2240228767.0,email_316@example.com,17,medium
150,Name_773,66.0,50000.0,2025-04-14,Finance,3868.0,"Street 7, City 11",1796340217.0,email_416@example.com,17,low
151,Name_490,38.0,50000.0,2017-04-16,IT,2729.0,,,,3,low
152,Name_231,65.0,50000.0,2017-10-10,Finance,9709.0,"Street 94, City 31",6981099654.0,email_968@example.com,18,low
153,Name_41,66.0,60000.0,,Unknown,9499.0,"Street 99, City 42",9624743770.0,email_61@example.com,18,medium
154,Name_28,70.0,60000.0,,Marketing,6532.0,"Street 45, City 50",6796988917.0,email_567@example.com,18,medium
155,Name_135,73.0,70000.0,,Marketing,9853.0,"Street 74, City 45",5828003793.0,email_403@example.com,18,medium
156,Name_201,57.0,60000.0,2024-03-21,IT,9866.0,"Street 57, City 6",5503828852.0,email_949@example.com,17,medium
157,Name_840,60.0,60000.0,2017-06-13,IT,9425.0,"Street 67, City 28",2041571409.0,email_6@example.com,18,medium
158,Name_780,41.0,60000.0,2018-07-17,HR,4145.0,"Street 88, City 23",2916449973.0,email_554@example.com,18,medium
159,Name_930,51.0,50000.0,2022-05-09,Finance,6953.0,"Street 77, City 49",3044940024.0,email_65@example.com,18,low
160,Name_33,25.0,70000.0,2024-07-17,Unknown,2762.0,"Street 37, City 41",9773564616.0,email_729@example.com,18,medium
161,Name_48,61.0,50000.0,2021-03-04,HR,2425.0,"Street 34, City 38",3414790664.0,email_857@example.com,18,low
162,Name_503,70.0,50000.0,2023-03-05,Finance,3236.0,,,,3,low
163,Name_407,50.0,50000.0,2021-11-22,IT,6517.0,"Street 34, City 7",8281301799.0,email_803@example.com,17,low
164,Name_574,40.0,70000.0,2021-07-14,Unknown,9551.0,"Street 32, City 48",4034919807.0,email_897@example.com,18,medium
165,Name_728,48.0,70000.0,2017-05-14,IT,,"Street 58, City 21",2817146671.0,email_619@example.com,18,medium
166,Name_805,71.0,50000.0,2016-08-08,IT,9962.0,"Street 30, City 41",8997049490.0,email_49@example.com,18,low
167,Name_99,70.0,70000.0,2016-07-29,Marketing,3417.0,"Street 87, City 49",9705669952.0,email_671@example.com,18,medium
168,Name_684,66.0,60000.0,2019-02-21,Finance,7043.0,"Street 97, City 41",5027376817.0,email_823@example.com,18,medium
169,Name_872,31.0,70000.0,2016-01-31,HR,,"Street 93, City 14",7502205353.0,email_207@example.com,18,medium
170,Name_726,31.0,50000.0,2017-06-18,Marketing,8062.0,"Street 40, City 42",4686945995.0,email_872@example.com,18,low
171,Name_987,33.0,50000.0,2019-12-02,Finance,1517.0,,,,3,low
172,Name_547,66.0,60000.0,2023-02-27,Finance,5151.0,,,,3,medium
173,Name_961,55.0,60000.0,2025-03-08,Finance,,"Street 45, City 50",6203108113.0,email_925@example.com,18,medium
174,Name_739,75.0,50000.0,2020-01-23,Unknown,1936.0,"Street 67, City 37",8599376137.0,email_874@example.com,18,low
175,Name_613,77.0,60000.0,,Marketing,9918.0,"Street 41, City 12",6200147908.0,email_648@example.com,18,medium
176,Name_943,56.0,60000.0,2022-10-29,HR,2402.0,"Street 3, City 37",9001056930.0,email_598@example.com,17,medium
177,Name_462,43.0,50000.0,2023-08-10,Marketing,,"Street 60, City 23",4033802635.0,email_636@example.com,18,low
178,Name_643,43.0,60000.0,2024-12-29,IT,3322.0,"Street 59, City 11",5351841487.0,email_229@example.com,18,medium
179,Name_769,18.0,60000.0,2023-05-19,Finance,7166.0,"Street 82, City 39",5356742750.0,email_195@example.com,18,medium
180,Name_5,49.0,50000.0,2022-10-17,IT,7492.0,"Street 17, City 14",2079010220.0,email_370@example.com,18,low
181,Name_218,74.0,70000.0,2024-08-06,Marketing,1773.0,"Street 8, City 40",2380130903.0,email_33@example.com,17,medium
182,Name_503,32.0,60000.0,2025-07-27,HR,6668.0,"Street 91, City 6",1280553888.0,email_865@example.com,17,medium
183,Name_767,69.0,70000.0,2019-05-28,IT,4446.0,"Street 60, City 29",4424430271.0,email_668@example.com,18,medium
184,Name_398,38.0,50000.0,2022-04-10,IT,5267.0,"Street 10, City 36",8217927117.0,email_203@example.com,18,low
185,Name_871,35.0,50000.0,2018-04-03,Unknown,7459.0,"Street 72, City 18",3735628052.0,email_376@example.com,18,low
186,Name_795,47.0,60000.0,2024-06-18,Marketing,9918.0,"Street 18, City 11",2730171713.0,email_161@example.com,18,medium
187,Name_393,77.0,60000.0,2018-07-25,IT,1846.0,"Street 1, City 10",1728350763.0,email_485@example.com,17,medium
188,Name_207,75.0,60000.0,2021-10-05,Marketing,6902.0,"Street 51, City 36",3610366881.0,email_271@example.com,18,medium
189,Name_15,30.0,60000.0,2020-11-06,HR,,"Street 89, City 3",7931325166.0,email_816@example.com,17,medium
190,Name_858,41.0,70000.0,2019-01-02,IT,6603.0,"Street 29, City 8",5419282390.0,email_336@example.com,17,medium
191,Name_554,47.0,60000.0,2017-01-20,HR,3885.0,"Street 65, City 38",1173948836.0,email_604@example.com,18,medium
192,Name_892,19.0,70000.0,2020-01-28,IT,8358.0,"Street 44, City 6",2292543890.0,email_85@example.com,17,medium
193,Name_461,48.0,50000.0,2019-08-01,Finance,4334.0,"Street 2, City 6",1279311924.0,email_420@example.com,16,low
194,Name_691,64.0,70000.0,2019-07-03,Unknown,2153.0,"Street 86, City 20",8766907866.0,email_160@example.com,18,medium
195,Name_575,61.0,70000.0,2021-11-20,Unknown,4615.0,"Street 3, City 19",5008775680.0,email_707@example.com,17,medium
196,Name_864,48.0,70000.0,2021-10-24,Unknown,6014.0,"Street 49, City 29",7568931233.0,email_925@example.com,18,medium
197,Name_743,42.0,60000.0,2018-01-09,HR,1654.0,"Street 55, City 34",4727687047.0,email_838@example.com,18,medium
198,Name_241,67.0,60000.0,,Marketing,,"Street 13, City 16",3531028643.0,email_507@example.com,18,medium
199,Name_564,31.0,70000.0,2019-10-13,Unknown,1524.0,"Street 64, City 42",9525807533.0,email_935@example.com,18,medium
200,Name_96,23.0,60000.0,2020-10-11,IT,8008.0,"Street 19, City 27",4158290882.0,email_757@example.com,18,medium
201,Name_900,29.0,60000.0,2023-05-27,IT,1394.0,"Street 98, City 32",6312133817.0,email_4@example.com,18,medium
202,Name_734,37.0,60000.0,2016-12-11,Finance,6896.0,"Street 88, City 50",9551784934.0,email_443@example.com,18,medium
203,Name_485,40.0,60000.0,2021-07-27,HR,6594.0,"Street 100, City 26",5713767796.0,email_66@example.com,19,medium
204,Name_407,47.0,50000.0,2019-11-18,IT,,"Street 34, City 26",1714131907.0,email_996@example.com,18,low
205,Name_231,47.0,50000.0,2019-05-17,IT,1291.0,"Street 51, City 47",6611482846.0,email_43@example.com,18,low
206,Name_749,55.0,50000.0,2016-12-16,Finance,7050.0,"Street 68, City 18",6643566760.0,email_235@example.com,18,low
207,Name_655,75.0,60000.0,,Finance,2931.0,"Street 73, City 39",7776888728.0,email_127@example.com,18,medium
208,Name_171,47.0,60000.0,2024-01-19,Marketing,4146.0,"Street 17, City 39",9202418422.0,email_719@example.com,18,medium
209,Name_541,58.0,50000.0,2016-03-22,Marketing,2684.0,"Street 98, City 1",8034835762.0,email_973@example.com,17,low
210,Name_36,47.0,70000.0,2019-08-22,Marketing,9389.0,"Street 3, City 22",5885720600.0,email_325@example.com,17,medium
211,Name_525,74.0,60000.0,2024-12-13,IT,4625.0,"Street 54, City 29",6943787112.0,email_468@example.com,18,medium
212,Name_160,75.0,50000.0,2021-04-07,Finance,5261.0,"Street 17, City 14",9537076239.0,email_235@example.com,18,low
213,Name_839,53.0,60000.0,2025-05-23,HR,7508.0,"Street 96, City 33",3680122109.0,email_514@example.com,18,medium
214,Name_699,66.0,50000.0,,Marketing,3026.0,"Street 77, City 25",6635224399.0,email_808@example.com,18,low
215,Name_243,51.0,70000.0,2016-08-23,Unknown,8581.0,"Street 96, City 23",8187260268.0,email_98@example.com,18,medium
216,Name_86,33.0,60000.0,2019-07-22,IT,5699.0,"Street 22, City 40",1853209818.0,email_486@example.com,18,medium
217,Name_796,41.0,50000.0,2017-09-15,HR,3757.0,"Street 77, City 20",8425962765.0,email_706@example.com,18,low
218,Name_578,31.0,50000.0,2021-05-23,IT,2717.0,"Street 70, City 4",8392139761.0,email_214@example.com,17,low
219,Name_682,43.0,60000.0,2017-11-27,Marketing,7421.0,,,,3,medium
220,Name_557,25.0,70000.0,2024-03-02,IT,4696.0,"Street 40, City 47",7551024235.0,email_118@example.com,18,medium
221,Name_574,31.0,50000.0,2019-11-01,Marketing,,"Street 35, City 26",8107674705.0,email_769@example.com,18,low
222,Name_953,48.0,50000.0,2020-05-01,IT,8691.0,"Street 15, City 18",4380994284.0,email_508@example.com,18,low
223,Name_646,19.0,60000.0,2023-03-04,Marketing,1433.0,"Street 75, City 34",5851051999.0,email_672@example.com,18,medium
224,Name_796,65.0,60000.0,2016-01-11,Finance,,"Street 25, City 8",1196120759.0,email_97@example.com,17,medium
225,Name_28,21.0,60000.0,2018-12-17,Finance,1804.0,"Street 16, City 28",3308787041.0,email_17@example.com,18,medium
226,Name_620,18.0,60000.0,2017-10-19,Finance,8619.0,"Street 47, City 44",1465807663.0,email_537@example.com,18,medium
227,Name_556,72.0,60000.0,2022-11-18,Finance,8667.0,,,,3,medium
228,Name_340,37.0,50000.0,2023-05-15,Finance,,"Street 99, City 42",5700719055.0,email_998@example.com,18,low
229,Name_798,76.0,70000.0,2016-02-02,Unknown,4125.0,"Street 76, City 41",6910724459.0,email_771@example.com,18,medium
230,Name_958,31.0,60000.0,2019-05-10,IT,6655.0,"Street 88, City 5",9635297062.0,email_653@example.com,17,medium
231,Name_331,57.0,50000.0,2017-10-07,Finance,6196.0,"Street 93, City 43",4778051164.0,email_946@example.com,18,low
232,Name_640,42.0,60000.0,2019-07-15,Unknown,3715.0,"Street 95, City 1",1717001966.0,email_710@example.com,17,medium
233,Name_506,77.0,70000.0,2022-12-05,Unknown,7825.0,"Street 37, City 16",5509079544.0,email_611@example.com,18,medium
234,Name_348,42.0,50000.0,2022-02-26,IT,8723.0,"Street 1, City 33",4051526491.0,email_356@example.com,17,low
235,Name_473,20.0,50000.0,2016-09-21,IT,8127.0,,,,3,low
236,Name_231,22.0,60000.0,,Marketing,5557.0,,,,3,medium
237,Name_190,55.0,60000.0,2016-12-27,Marketing,2594.0,,,,3,medium
